Chapter 10, Science and technology data
392 3 7 0 1 1 0 1 0 0
0.0000001 5000 100
    1    1    1    1    1    1    0
    1    1    1    1    1    1    1
    1    0    0    0    1    1    1
    1    1    0    0    1    1    1
    1    0    1    1    0    1    0
    1    1    1    1    1    1    1
    1    0    0    1    1    1    1
    1    0    0    1    1    1    1
    1    1    1    1    1    1    0
    1    1    1    1    1    1    1
    1    1    1    1    0    1    1
    1    1    0    0    0    1    1
    1    0    1    1    1    1    1
    1    0    1    1    0    0    0
    1    1    0    1    1    1    0
    1    1    1    1    1    1    1
    1    1    0    0    1    0    0
    1    1    1    1    0    1    1
    1    0    0    1    1    1    0
    1    1    1    1    0    0    1
    0    1    1    0    0    1    1
    1    1    0    1    1    1    1
    1    1    1    1    1    1    1
    0    0    1    0    0    1    1
    1    0    1    1    1    1    0
    1    1    0    1    1    1    0
    1    1    0    1    1    1    1
    1    1    1    1    1    1    1
    1    1    0    1    1    1    0
    1    1    0    1    1    1    1
    1    0    1    1    1    1    1
    1    0    1    0    1    1    0
    1    0    0    1    1    1    1
    1    1    1    1    1    1    1
    1    1    0    1    1    1    1
    1    0    0    1    1    1    1
    1    1    1    1    1    1    1
    1    0    1    1    0    1    1
    1    1    1    1    1    1    1
    0    0    1    0    1    0    0
    1    1    1    1    1    1    1
    0    1    0    1    1    0    1
    1    1    0    0    0    1    0
    1    0    1    0    0    1    1
    1    1    1    0    1    1    0
    1    1    1    1    1    1    0
    1    0    1    1    1    1    1
    0    1    0    0    1    1    0
    0    1    1    1    0    1    1
    1    0    1    1    0    0    1
    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
    1    0    1    1    1    1    1
    1    1    0    1    1    1    0
    0    1    1    0    1    0    0
    1    0    1    1    0    0    1
    1    1    1    0    1    1    1
    1    1    1    1    1    1    0
    1    1    0    0    1    1    1
    1    1    1    1    1    1    1
    1    1    0    0    1    1    1
    1    0    1    1    1    1    1
    1    0    0    0    0    1    0
    1    1    0    0    0    1    0
    1    0    1    1    0    1    0
    1    1    1    0    0    1    0
    1    0    0    1    0    0    1
    1    0    0    1    1    1    0
    1    1    0    0    1    1    1
    1    1    1    1    1    1    1
    1    0    0    1    1    1    1
    1    1    0    1    1    1    1
    1    1    0    0    1    1    1
    1    1    1    1    0    1    0
    1    1    1    1    0    0    1
    1    1    0    1    1    1    1
    1    1    1    1    1    1    1
    1    0    0    1    1    1    1
    1    0    1    1    0    1    1
    1    0    1    1    1    1    1
    1    1    1    1    1    1    1
    1    1    0    1    1    1    0
    1    1    0    1    1    1    0
    0    1    1    1    0    0    1
    1    0    0    0    0    1    1
    1    0    1    1    1    1    0
    1    0    0    0    0    1    1
    1    0    0    1    0    0    1
    1    1    0    0    1    1    1
    0    1    1    1    1    1    0
    1    1    0    1    1    1    1
    0    0    1    1    0    0    1
    1    1    1    1    1    1    1
    1    0    0    1    1    1    0
    1    1    0    0    1    1    0
    1    1    1    1    0    1    1
    1    1    1    0    1    1    0
    1    1    0    1    1    1    0
    1    1    0    1    1    1    1
    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
    1    1    0    1    0    1    1
    0    1    0    0    1    1    1
    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
    0    0    1    0    0    0    0
    1    1    1    1    1    1    0
    1    1    0    0    1    0    0
    1    0    0    1    1    0    0
    1    0    1    1    0    0    1
    1    1    1    1    1    1    0
    1    0    1    1    0    0    0
    1    1    1    1    1    1    0
    1    0    1    1    0    0    1
    1    0    1    1    0    0    1
    1    0    1    1    1    1    1
    1    1    1    1    1    1    1
    1    0    1    1    1    1    0
    1    0    1    1    0    1    1
    1    0    1    1    0    1    0
    1    1    1    1    1    1    1
    0    1    0    0    1    1    1
    1    1    1    0    0    1    1
    1    1    1    0    1    1    0
    1    1    0    0    0    1    0
    1    1    1    0    1    1    0
    1    1    1    1    1    1    1
    1    0    1    1    1    1    1
    1    1    0    1    1    1    1
    1    1    0    1    1    1    1
    1    1    1    1    1    1    1
    1    1    1    1    1    1    0
    1    1    0    1    1    1    1
    1    1    1    0    0    1    1
    1    1    1    1    1    1    1
    1    1    0    1    1    1    1
    1    1    0    1    1    1    1
    1    0    1    1    0    1    1
    1    0    0    1    1    1    1
    1    0    1    1    1    1    0
    1    1    1    1    1    1    1
    1    1    0    0    1    1    1
    0    0    1    1    0    0    0
    1    1    1    0    1    1    0
    1    0    1    1    1    0    1
    0    0    1    1    0    1    0
    1    1    1    1    1    1    0
    1    1    1    1    1    1    1
    1    1    0    0    1    1    0
    1    0    1    1    1    1    1
    1    0    0    1    1    1    0
    1    1    1    1    0    0    0
    1    1    1    1    1    1    1
    1    1    1    1    1    1    1
    0    0    1    1    1    1    1
    1    1    0    1    1    1    1
    1    1    0    1    1    1    1
    1    1    0    0    1    1    0
    1    1    1    0    1    1    1
    1    1    0    0    1    1    0
    1    0    0    0    1    1    1
    1    1    0    1    1    1    1
    1    1    1    1    1    0    0
    1    1    0    1    1    1    1
    0    1    1    0    1    1    1
    1    1    1    1    1    1    1
    1    0    1    0    1    1    1
    1    1    1    1    1    1    1
    1    1    1    0    1    1    0
    1    1    1    1    1    1    1
    1    1    1    1    0    1    1
    1    1    1    1    1    1    1
